name,predicate,strategy,bugs,initial-scc,scc,initial-classes,classes,initial-bytes,bytes,initial-lines,lines,iters,searches,setup-time,time,status,verify,flaky
url10ddd02651_dangercrow_Cambridge_Ticks_1A,cfr,items+graph+last,6,1384,6,116,18,157294,14222,5035,402,71,6,16.010625029,473.47148675299997,success,success,False
url10ddd02651_dangercrow_Cambridge_Ticks_1A,cfr,items+logic,6,1884,103,116,18,157294,14222,5035,402,65,0,15.924422335,371.344765967,success,success,False
url10ddd02651_dangercrow_Cambridge_Ticks_1A,cfr,jreduce,6,0,6,116,18,181180,25822,0,0,49,6,0.0,300.956250118,success,success,False
url12e7b5bff2_sdft_se2,cfr,classes,4,121,3,151,17,324231,35812,6508,807,22,3,11.586076599,176.534942328,success,success,False
url12e7b5bff2_sdft_se2,cfr,items+graph+first,4,1976,3,151,13,324231,14411,6508,259,36,3,26.86220597,332.161582647,success,success,False
url12e7b5bff2_sdft_se2,cfr,items+graph+last,4,1931,3,151,13,324231,11068,6508,206,36,3,24.798285355,302.480536948,success,success,False
url12e7b5bff2_sdft_se2,cfr,items+logic,4,3096,84,151,10,324231,7873,6508,164,36,0,25.755023046,380.415977117,success,success,False
url12e7b5bff2_sdft_se2,cfr,jreduce,4,0,3,151,17,357551,40063,0,0,24,3,0.0,168.26563525999998,success,success,False
url12e7b5bff2_sdft_se2,procyon,classes,5,121,2,151,29,324231,53253,6397,1228,16,2,16.454848337,269.163308776,success,success,False
url12e7b5bff2_sdft_se2,procyon,items+graph+first,5,1976,4,151,23,324231,17640,6397,302,48,4,31.636604285,617.294640222,success,success,False
url12e7b5bff2_sdft_se2,procyon,items+graph+last,5,1931,5,151,18,324231,13908,6397,235,60,5,32.461756683,734.772266068,success,0005,False
url12e7b5bff2_sdft_se2,procyon,items+logic,5,3096,91,151,14,324231,9619,6397,165,49,0,30.09141228,704.4424078379999,success,success,False
url12e7b5bff2_sdft_se2,procyon,jreduce,5,0,2,151,29,357551,59560,0,0,17,2,0.0,216.01985755500002,success,success,False
url161586e4cf_Baidu_ecom_JRIA,cfr,classes,100,160,1,503,274,1448601,812804,53865,29215,9,1,28.007529216,282.81033040999995,success,success,False
url161586e4cf_Baidu_ecom_JRIA,cfr,items+graph+first,100,11644,32,503,11,1448601,6870,53865,245,373,32,68.219147411,2798.843624989,success,success,False
url161586e4cf_Baidu_ecom_JRIA,cfr,items+graph+last,100,11652,28,503,9,1448601,5246,53865,235,315,28,67.465363189,2190.530279835,success,success,False
url161586e4cf_Baidu_ecom_JRIA,cfr,items+logic,100,14737,93,503,13,1448601,7596,53865,271,214,0,66.269393025,5244.773790467,success,0017,False
url161586e4cf_Baidu_ecom_JRIA,cfr,jreduce,100,0,1,503,274,1652028,926467,0,0,10,1,0.0,185.124459895,success,success,False
url161586e4cf_Baidu_ecom_JRIA,procyon,classes,18,160,1,503,274,1448601,812804,54299,29285,9,1,42.580705008,385.116373563,success,success,False
url161586e4cf_Baidu_ecom_JRIA,procyon,items+graph+first,18,11644,2,503,7,1448601,1887,54299,57,29,2,79.000039423,689.795851139,success,success,False
url161586e4cf_Baidu_ecom_JRIA,procyon,items+graph+last,18,11652,2,503,7,1448601,1887,54299,57,30,2,82.715315389,735.366792538,success,success,False
url161586e4cf_Baidu_ecom_JRIA,procyon,items+logic,18,14737,15,503,7,1448601,1887,54299,57,30,0,77.262385925,1177.5446875090001,success,success,False
url161586e4cf_Baidu_ecom_JRIA,procyon,jreduce,18,0,1,503,274,1652028,926467,0,0,10,1,0.0,295.470862413,success,success,False
url1a4c33d784_Chad_Barlow_CS340,cfr,classes,5,326,2,466,229,897356,360781,23971,10694,21,2,17.559418953,336.467409915,success,success,False
url1a4c33d784_Chad_Barlow_CS340,cfr,items+graph+first,5,5811,3,466,66,897356,42119,23971,1285,41,3,40.217708441,654.8864880159999,success,success,False
url1a4c33d784_Chad_Barlow_CS340,cfr,items+graph+last,5,5728,3,466,81,897356,44357,23971,1316,42,3,40.645507192,691.012325928,success,success,False
url1a4c33d784_Chad_Barlow_CS340,cfr,items+logic,5,8276,359,466,61,897356,39435,23971,1169,41,0,43.550361685,668.4757419440001,success,success,False
url1a4c33d784_Chad_Barlow_CS340,cfr,jreduce,5,0,2,466,229,998447,406511,0,0,22,2,0.0,288.94551573199993,success,success,False
url1a4c33d784_Chad_Barlow_CS340,fernflower,classes,8,326,1,466,53,897356,74171,22520,2568,11,1,27.195278514,224.557477703,success,success,False
url1a4c33d784_Chad_Barlow_CS340,fernflower,items+graph+first,8,5811,5,466,65,897356,22319,22520,574,66,5,50.423083137,1217.944658808,success,0005,False
url1a4c33d784_Chad_Barlow_CS340,fernflower,items+graph+last,8,5728,14,466,74,897356,32368,22520,846,179,14,44.134348634,2534.9245081950003,success,0011,False
url1a4c33d784_Chad_Barlow_CS340,fernflower,items+logic,8,8276,125,466,25,897356,10094,22520,271,28,0,46.039058627,512.707555657,success,success,False
url1a4c33d784_Chad_Barlow_CS340,fernflower,jreduce,8,0,1,466,53,998447,86159,0,0,12,1,0.0,151.768103736,success,success,False
url1a4c33d784_Chad_Barlow_CS340,procyon,classes,46,326,3,466,438,897356,856598,22932,21677,31,3,41.712563653,1101.6373073940001,success,success,False
url1a4c33d784_Chad_Barlow_CS340,procyon,items+graph+first,46,5811,11,466,136,897356,88182,22932,2428,151,11,54.682140392,3221.460359743,success,success,False
url1a4c33d784_Chad_Barlow_CS340,procyon,items+graph+last,46,5728,32,466,158,897356,104659,22932,2820,408,32,64.267526109,9566.064920556,success,0061,False
url1a4c33d784_Chad_Barlow_CS340,procyon,items+logic,46,8276,772,466,96,897356,76165,22932,1977,144,0,53.873133077,3506.815157637,success,success,False
url1a4c33d784_Chad_Barlow_CS340,procyon,jreduce,46,0,3,466,438,998447,951894,0,0,32,3,0.0,922.0960342530001,success,success,False
url1be1feda5f_petercrlane_evolving_models,cfr,classes,3,42,1,119,96,280610,232426,5169,3857,7,1,11.651988402,72.76032851699999,success,success,False
url1be1feda5f_petercrlane_evolving_models,cfr,items+graph+first,3,1360,2,119,33,280610,37626,5169,608,23,2,23.056433835,278.247178705,success,success,False
url1be1feda5f_petercrlane_evolving_models,cfr,items+graph+last,3,1356,2,119,33,280610,36576,5169,627,23,2,19.001516145,233.20373368300002,success,success,False
url1be1feda5f_petercrlane_evolving_models,cfr,items+logic,3,2302,232,119,25,280610,30687,5169,510,24,0,19.1176133,239.43437439000002,success,success,False
url1be1feda5f_petercrlane_evolving_models,cfr,jreduce,3,0,1,119,96,306141,252612,0,0,8,1,0.0,70.016401708,success,success,False
url1be1feda5f_petercrlane_evolving_models,procyon,classes,43,42,3,119,116,280610,277607,5126,5080,20,3,19.344714588,350.182323195,success,success,False
url1be1feda5f_petercrlane_evolving_models,procyon,items+graph+first,43,1360,21,119,87,280610,127257,5126,1786,237,21,28.352750179,3212.020251315,success,success,False
url1be1feda5f_petercrlane_evolving_models,procyon,items+graph+last,43,1356,22,119,85,280610,124249,5126,1764,247,22,28.108760744,3241.258132721,success,0219,False
url1be1feda5f_petercrlane_evolving_models,procyon,items+logic,43,2302,912,119,84,280610,123321,5126,1736,226,0,26.17112615,2857.5493073219995,success,success,False
url1be1feda5f_petercrlane_evolving_models,procyon,jreduce,43,0,3,119,116,306141,302775,0,0,21,3,0.0,294.492484841,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,cfr,classes,1,54,1,184,30,359581,59378,7359,1558,8,1,12.080918652,83.28315954,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,cfr,items+graph+first,1,2118,1,184,12,359581,15407,7359,164,13,1,42.790787339,209.089829977,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,cfr,items+graph+last,1,2127,1,184,12,359581,15407,7359,164,13,1,46.903743888,220.936937774,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,cfr,items+logic,1,3548,131,184,12,359581,15407,7359,164,13,0,46.610552732,157.195904078,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,cfr,jreduce,1,0,1,184,30,402452,67173,0,0,9,1,0.0,99.87948960599999,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,procyon,classes,10,54,2,184,179,359581,354910,7416,7321,15,2,19.865218044,309.635974591,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,procyon,items+graph+first,10,2118,10,184,36,359581,24059,7416,609,119,10,49.741943355,1443.7214286560002,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,procyon,items+graph+last,10,2127,10,184,36,359581,26808,7416,696,120,10,52.693194784,1361.053267494,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,procyon,items+logic,10,3548,202,184,36,359581,24059,7416,609,120,0,64.675674325,1947.390895104,success,success,False
url1c1ff97d50_tecnomatico_asistenciaVideotel,procyon,jreduce,10,0,2,184,179,402452,397358,0,0,16,2,0.0,280.00451015399995,success,success,False
url20103cd0a3_overstock_pojomatic,cfr,classes,6,72,2,141,68,164566,78646,3805,1727,15,2,7.657247927,116.83331822000001,success,success,False
url20103cd0a3_overstock_pojomatic,cfr,items+graph+first,6,1357,6,141,20,164566,11664,3805,179,63,6,36.908154192,404.64757675100003,success,0045,False
url20103cd0a3_overstock_pojomatic,cfr,items+graph+last,6,1356,6,141,20,164566,11301,3805,166,64,6,29.084266972,394.81908864400003,success,0046,False
url20103cd0a3_overstock_pojomatic,cfr,items+logic,6,1978,135,141,24,164566,12094,3805,182,90,0,30.094557831,616.399722792,success,0006,False
url20103cd0a3_overstock_pojomatic,cfr,jreduce,6,0,2,141,68,185981,87984,0,0,16,2,0.0,125.294386076,success,success,False
url20103cd0a3_overstock_pojomatic,fernflower,classes,19,72,3,141,88,164566,103082,3745,2154,24,3,12.649762801,220.07178947399998,success,success,False
url20103cd0a3_overstock_pojomatic,fernflower,items+graph+first,19,1357,17,141,40,164566,23819,3745,429,180,17,28.1211242,1232.292734421,success,0062,False
url20103cd0a3_overstock_pojomatic,fernflower,items+graph+last,19,1356,17,141,37,164566,23024,3745,383,187,17,30.573780313,1264.675166386,success,0051,False
url20103cd0a3_overstock_pojomatic,fernflower,items+logic,19,1978,217,141,33,164566,20116,3745,351,183,0,25.537711401,1289.529178386,success,0003,False
url20103cd0a3_overstock_pojomatic,fernflower,jreduce,19,0,3,141,88,185981,115468,0,0,25,3,0.0,258.567076664,success,success,False
url20103cd0a3_overstock_pojomatic,procyon,classes,35,72,5,141,98,164566,112318,3844,2331,39,5,16.425399664,499.929180903,success,success,False
url20103cd0a3_overstock_pojomatic,procyon,items+graph+first,35,1357,24,141,62,164566,41915,3844,655,265,24,33.306117382,2521.404367855,success,0144,False
url20103cd0a3_overstock_pojomatic,procyon,items+graph+last,35,1356,22,141,60,164566,41396,3844,636,244,22,33.939750927,2645.6071496750005,success,0113,False
url20103cd0a3_overstock_pojomatic,procyon,items+logic,35,1978,428,141,59,164566,40384,3844,610,245,0,29.714612282,2455.314660872,success,0003,False
url20103cd0a3_overstock_pojomatic,procyon,jreduce,35,0,5,141,98,185981,125848,0,0,40,5,0.0,486.072972427,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,cfr,classes,3,119,1,227,44,422749,90974,10337,2294,9,1,14.743169214,128.477063573,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,cfr,items+graph+first,3,3159,2,227,11,422749,18633,10337,453,25,2,88.730809885,345.15456476799994,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,cfr,items+graph+last,3,3164,2,227,11,422749,18586,10337,451,26,2,85.705401436,353.8207668,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,cfr,items+logic,3,4943,219,227,11,422749,18586,10337,451,26,0,87.691242806,371.866056536,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,cfr,jreduce,3,0,1,227,44,471948,101553,0,0,10,1,0.0,168.17523116099997,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,fernflower,classes,7,119,3,227,99,422749,182671,9632,4510,25,3,19.310801303,429.76437415399994,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,fernflower,items+graph+first,7,3159,6,227,38,422749,24531,9632,495,77,6,126.479136591,1094.443949523,success,0043,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,fernflower,items+graph+last,7,3164,5,227,28,422749,22226,9632,418,61,5,87.060776902,845.404400647,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,fernflower,items+logic,7,4943,187,227,26,422749,20499,9632,376,59,0,92.801674685,761.9549615589999,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,fernflower,jreduce,7,0,8,227,99,471948,204358,0,0,65,8,0.0,973.743134783,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,procyon,classes,60,119,8,227,117,422749,227325,10148,5517,64,8,25.700796206,1242.749039431,success,success,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,procyon,items+graph+first,60,3159,20,227,73,422749,69311,10148,1468,252,20,97.658671966,4197.926633336,success,0207,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,procyon,items+graph+last,60,3164,19,227,78,422749,72492,10148,1552,241,19,97.286820822,4070.0530789160002,success,0211,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,procyon,items+logic,60,4943,888,227,73,422749,68235,10148,1418,233,0,92.932563866,4496.951278975,success,0019,False
url228b9a114e_griffon_griffon_swingx_ws_plugin,procyon,jreduce,60,0,13,227,134,471948,296930,0,0,105,13,0.0,1922.361774534,success,success,False
url27c9f53ea5_yasmas_Code,cfr,classes,2,40,1,152,125,320564,280282,9233,8173,7,1,9.652694079,91.828040699,success,success,False
url27c9f53ea5_yasmas_Code,cfr,items+graph+first,2,2229,1,152,9,320564,5679,9233,140,13,1,28.184327809,161.513573309,success,success,False
url27c9f53ea5_yasmas_Code,cfr,items+graph+last,2,2238,1,152,9,320564,5679,9233,140,13,1,28.687925876,172.465844734,success,success,False
url27c9f53ea5_yasmas_Code,cfr,items+logic,2,3024,34,152,9,320564,5679,9233,140,14,0,28.297251486,207.90762562,success,success,False
url27c9f53ea5_yasmas_Code,cfr,jreduce,2,0,1,152,125,358631,313505,0,0,8,1,0.0,101.14180807,success,success,False
url27c9f53ea5_yasmas_Code,fernflower,classes,37,40,1,152,118,320564,254503,8945,7272,8,1,14.098361847,102.92996779999999,success,success,False
url27c9f53ea5_yasmas_Code,fernflower,items+graph+first,37,2229,26,152,42,320564,39551,8945,1450,294,26,36.943222864,3273.586149306,success,0256,False
url27c9f53ea5_yasmas_Code,fernflower,items+graph+last,37,2238,27,152,41,320564,42481,8945,1515,316,27,35.87246462,3716.0973269809997,success,0029,False
url27c9f53ea5_yasmas_Code,fernflower,items+logic,37,3024,308,152,33,320564,35048,8945,1404,287,0,34.984223336,3041.4573012929995,success,0166,False
url27c9f53ea5_yasmas_Code,fernflower,jreduce,37,0,1,152,118,358631,284974,0,0,9,1,0.0,102.52858943300001,success,success,False
url27c9f53ea5_yasmas_Code,procyon,classes,59,40,2,152,128,320564,284851,9108,8181,14,2,21.956247891,316.557844998,success,success,False
url27c9f53ea5_yasmas_Code,procyon,items+graph+first,59,2229,50,152,79,320564,84870,9108,1808,595,50,49.053172741,9175.029078774001,success,0584,False
url27c9f53ea5_yasmas_Code,procyon,items+graph+last,59,2238,52,152,77,320564,86009,9108,1885,620,52,44.487251334,8885.416315416,success,0068,False
url27c9f53ea5_yasmas_Code,procyon,items+logic,59,3024,753,152,71,320564,80130,9108,1772,564,0,43.057105316,9330.302017622,success,0219,False
url27c9f53ea5_yasmas_Code,procyon,jreduce,59,0,2,152,128,358631,318590,0,0,15,2,0.0,326.94949442499995,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,cfr,classes,3,65,1,119,103,135640,119235,3461,2963,8,1,11.487134809,71.24890504,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,cfr,items+graph+first,3,1083,1,119,17,135640,7561,3461,193,12,1,16.298860702,91.80921102900001,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,cfr,items+graph+last,3,1058,1,119,21,135640,12843,3461,306,12,1,17.822825593,110.67244001300001,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,cfr,items+logic,3,1459,80,119,17,135640,6979,3461,174,13,0,18.496377527,129.696185781,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,cfr,jreduce,3,0,1,119,103,151993,133056,0,0,9,1,0.0,56.879634792,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,procyon,classes,7,65,1,119,105,135640,121136,3478,3002,8,1,15.435337137,103.682459824,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,procyon,items+graph+first,7,1083,3,119,37,135640,17682,3478,491,34,3,19.774288282,358.33771576600003,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,procyon,items+graph+last,7,1058,5,119,39,135640,25847,3478,647,57,5,20.4444399,613.706269128,success,0026,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,procyon,items+logic,7,1459,171,119,33,135640,16938,3478,457,34,0,25.124518744,396.87998686,success,success,False
url29b32dc0c4_ProjectOpenCraft_OpenCraft,procyon,jreduce,7,0,1,119,105,151993,135229,0,0,9,1,0.0,83.17922106500001,success,success,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,cfr,classes,28,52,1,253,238,973549,937932,43195,41994,8,1,23.948600445,209.825763924,success,success,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,cfr,items+graph+first,28,7565,7,253,58,973549,43599,43195,1765,98,7,45.723832475,2084.8878483060003,success,success,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,cfr,items+graph+last,28,7572,7,253,58,973549,46096,43195,1833,99,7,48.302351047,2122.161411435,success,success,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,cfr,items+logic,28,9207,399,253,58,973549,43092,43195,1749,95,0,49.745467502,2158.441720785,success,success,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,cfr,jreduce,28,0,1,253,238,1131192,1091032,0,0,9,1,0.0,164.937723376,success,success,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,procyon,classes,100,52,2,253,241,973549,949648,44335,43478,15,2,50.679480928,836.382725758,success,success,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,procyon,items+graph+first,100,7565,72,253,91,973549,72269,44335,2966,985,72,79.991767166,22505.123107625,success,0075,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,procyon,items+graph+last,100,7572,73,253,93,973549,74043,44335,2994,1003,73,69.340870999,22069.223214683003,success,0005,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,procyon,items+logic,100,9207,734,253,90,973549,71810,44335,2929,951,0,70.597899486,31560.831886105003,success,0049,False
url29ff2e53f3_nicolas3470_Settlers_of_Catan_AI,procyon,jreduce,100,0,2,253,241,1131192,1103722,0,0,16,2,0.0,631.759971427,success,success,False
url2a908001cd_malictus_klang,cfr,classes,2,37,1,144,132,347705,311765,10885,9580,8,1,14.095736633,103.322375704,success,success,False
url2a908001cd_malictus_klang,cfr,items+graph+first,2,1799,1,144,16,347705,9012,10885,273,12,1,22.427674349,163.591072934,success,success,False
url2a908001cd_malictus_klang,cfr,items+graph+last,2,1799,1,144,12,347705,8111,10885,237,13,1,24.636280423,171.29277051200003,success,success,False
url2a908001cd_malictus_klang,cfr,items+logic,2,3079,72,144,12,347705,8487,10885,250,13,0,23.180967134,188.30281376099998,success,success,False
url2a908001cd_malictus_klang,cfr,jreduce,2,0,1,144,132,392820,351720,0,0,9,1,0.0,78.548879085,success,success,False
url2a908001cd_malictus_klang,fernflower,classes,3,37,1,144,132,347705,311765,9926,8755,8,1,20.839600027,133.40316137300002,success,success,False
url2a908001cd_malictus_klang,fernflower,items+graph+first,3,1799,1,144,3,347705,1520,9926,29,13,1,28.328870024,182.776792999,success,success,False
url2a908001cd_malictus_klang,fernflower,items+graph+last,3,1799,1,144,3,347705,1520,9926,29,13,1,25.361323524,168.227742451,success,success,False
url2a908001cd_malictus_klang,fernflower,items+logic,3,3079,18,144,3,347705,1520,9926,29,13,0,28.559858663,155.45344018999998,success,success,False
url2a908001cd_malictus_klang,fernflower,jreduce,3,0,1,144,132,392820,351720,0,0,9,1,0.0,103.55509593199999,success,success,False
url2a908001cd_malictus_klang,procyon,classes,4,37,1,144,132,347705,311765,10460,9253,8,1,27.872141466,190.87332887699998,success,success,False
url2a908001cd_malictus_klang,procyon,items+graph+first,4,1799,2,144,7,347705,4294,10460,122,25,2,32.873167076,356.916864905,success,success,False
url2a908001cd_malictus_klang,procyon,items+graph+last,4,1799,2,144,7,347705,4340,10460,123,23,2,36.495448018,403.66847076900007,success,success,False
url2a908001cd_malictus_klang,procyon,items+logic,4,3079,37,144,7,347705,4340,10460,123,25,0,35.924048912,409.115453694,success,success,False
url2a908001cd_malictus_klang,procyon,jreduce,4,0,1,144,132,392820,351720,0,0,9,1,0.0,170.688141062,success,success,False
url2c00a748f0_igorivb_crackcoding,cfr,classes,100,175,6,275,23,391629,41075,11178,1198,51,6,13.014892397,513.347927033,success,success,False
url2c00a748f0_igorivb_crackcoding,cfr,items+graph+first,100,2915,10,275,15,391629,16760,11178,393,119,10,32.346906377,1074.391309922,success,0027,False
url2c00a748f0_igorivb_crackcoding,cfr,items+graph+last,100,2914,10,275,19,391629,18321,11178,437,120,10,30.839592303,1126.5965591180002,success,0028,False
url2c00a748f0_igorivb_crackcoding,cfr,items+logic,100,3903,110,275,15,391629,16758,11178,393,120,0,30.422593173,1254.030191144,success,0017,False
url2c00a748f0_igorivb_crackcoding,cfr,jreduce,100,0,6,275,23,446183,46130,0,0,50,6,0.0,446.748783744,success,success,False
url2c00a748f0_igorivb_crackcoding,fernflower,classes,68,175,29,275,87,391629,147535,11315,4063,232,29,17.935187185,3225.936364153,success,success,False
url2c00a748f0_igorivb_crackcoding,fernflower,items+graph+first,68,2915,55,275,64,391629,68883,11315,1500,654,55,38.881794303,9034.082415191,success,0606,False
url2c00a748f0_igorivb_crackcoding,fernflower,items+graph+last,68,2914,59,275,71,391629,72447,11315,1518,705,59,33.72372519,10174.972293562,success,0135,False
url2c00a748f0_igorivb_crackcoding,fernflower,items+logic,68,3903,404,275,61,391629,67496,11315,1464,636,0,42.218089365,7365.611226265,success,0011,False
url2c00a748f0_igorivb_crackcoding,fernflower,jreduce,68,0,29,275,87,446183,165736,0,0,234,29,0.0,2462.0873622409995,success,success,False
url2c00a748f0_igorivb_crackcoding,procyon,classes,11,175,1,275,1,391629,375,10991,10,10,1,20.068469621,144.833282632,success,success,False
url2c00a748f0_igorivb_crackcoding,procyon,items+graph+first,11,2915,1,275,1,391629,375,10991,10,14,1,39.908802945,256.840058377,success,success,False
url2c00a748f0_igorivb_crackcoding,procyon,items+graph+last,11,2914,1,275,1,391629,375,10991,10,14,1,37.532868999,241.434993617,success,success,False
url2c00a748f0_igorivb_crackcoding,procyon,items+logic,11,3903,6,275,1,391629,375,10991,10,14,0,34.885230764,340.568940694,success,success,False
url2c00a748f0_igorivb_crackcoding,procyon,jreduce,11,0,1,275,1,446183,452,0,0,11,1,0.0,121.51661301,success,success,False
url2eda649f42_homar_javaConcurrency,cfr,classes,22,195,7,196,18,216377,25053,5234,604,59,7,10.665598136,483.45402374599996,success,success,False
url2eda649f42_homar_javaConcurrency,cfr,items+graph+first,22,1395,9,196,18,216377,15994,5234,408,105,9,17.753451832,900.826274877,success,0074,False
url2eda649f42_homar_javaConcurrency,cfr,items+graph+last,22,1395,9,196,18,216377,16071,5234,414,106,9,16.69436364,858.7998730779999,success,0075,False
url2eda649f42_homar_javaConcurrency,cfr,items+logic,22,1629,93,196,17,216377,15702,5234,400,79,0,18.787638927,546.771799301,success,0072,False
url2eda649f42_homar_javaConcurrency,cfr,jreduce,22,0,7,196,18,244163,27930,0,0,59,7,0.0,433.187249433,success,success,False
url2eda649f42_homar_javaConcurrency,fernflower,classes,2,195,2,196,3,216377,4323,4582,128,17,2,15.614416952,159.351918077,success,success,False
url2eda649f42_homar_javaConcurrency,fernflower,items+graph+first,2,1395,3,196,3,216377,2108,4582,50,36,3,24.195313154,361.33479848400003,success,0017,False
url2eda649f42_homar_javaConcurrency,fernflower,items+graph+last,2,1395,3,196,3,216377,2108,4582,50,36,3,18.683842859,299.224626129,success,0017,False
url2eda649f42_homar_javaConcurrency,fernflower,items+logic,2,1629,13,196,2,216377,1739,4582,39,22,0,20.867806121,199.23175800599998,success,success,False
url2eda649f42_homar_javaConcurrency,fernflower,jreduce,2,0,2,196,3,244163,4950,0,0,17,2,0.0,113.71711425699999,success,success,False
url2eda649f42_homar_javaConcurrency,procyon,classes,17,195,12,196,33,216377,46121,4947,1013,100,12,14.922796867,1141.731952031,success,success,False
url2eda649f42_homar_javaConcurrency,procyon,items+graph+first,17,1395,14,196,32,216377,28676,4947,651,164,14,20.7718246,1760.687813114,success,0144,False
url2eda649f42_homar_javaConcurrency,procyon,items+graph+last,17,1395,14,196,32,216377,28757,4947,656,165,14,23.527445246,2091.3217393970003,success,0146,False
url2eda649f42_homar_javaConcurrency,procyon,items+logic,17,1629,177,196,31,216377,28345,4947,640,119,0,17.304066472,1049.1922152349998,success,success,False
url2eda649f42_homar_javaConcurrency,procyon,jreduce,17,0,12,196,33,244163,51337,0,0,100,12,0.0,1188.803474892,success,success,False
url2f9ac51a6b_zhaodj_code,cfr,classes,7,108,3,144,4,175324,6972,4313,139,23,3,9.557084933,151.32014737299997,success,success,False
url2f9ac51a6b_zhaodj_code,cfr,items+graph+first,7,1164,3,144,4,175324,6026,4313,96,34,3,77.605964134,346.584172706,success,success,False
url2f9ac51a6b_zhaodj_code,cfr,items+graph+last,7,1164,3,144,4,175324,6026,4313,96,34,3,79.312136043,343.041251471,success,success,False
url2f9ac51a6b_zhaodj_code,cfr,items+logic,7,1554,21,144,4,175324,6026,4313,96,30,0,77.867685747,261.09336232500004,success,success,False
url2f9ac51a6b_zhaodj_code,cfr,jreduce,7,0,3,144,4,199174,7736,0,0,24,3,0.0,255.589358148,success,success,False
url2f9ac51a6b_zhaodj_code,fernflower,classes,1,108,1,144,3,175324,7230,4143,160,9,1,12.719738879,107.68734456199999,success,success,False
url2f9ac51a6b_zhaodj_code,fernflower,items+graph+first,1,1164,1,144,2,175324,1454,4143,36,12,1,74.46014251,185.701384241,success,success,False
url2f9ac51a6b_zhaodj_code,fernflower,items+graph+last,1,1164,1,144,2,175324,1454,4143,36,12,1,78.107687124,202.702751402,success,success,False
