name,predicate,strategy,bugs,initial-scc,scc,initial-classes,classes,initial-bytes,bytes,initial-lines,lines,iters,searches,setup-time,time,status,verify,flaky
url39d09048de_s_webber_projog,procyon,jreduce,31,0,13,416,204,897605,482093,0,0,114,13,0.0,2099.229222962,success,success,False
url44162a6d98_mir3k_Forsaken_Prison,cfr,classes,5,11,1,123,90,180034,96595,4825,2668,5,1,10.822954117,46.439304803999995,success,success,False
url44162a6d98_mir3k_Forsaken_Prison,cfr,items+graph+first,5,1490,6,123,69,180034,44357,4825,848,70,6,19.422780041,549.6040907209999,success,0047,False
url44162a6d98_mir3k_Forsaken_Prison,cfr,items+graph+last,5,1489,7,123,69,180034,43832,4825,816,81,7,18.046592885,618.381284009,success,0048,False
url44162a6d98_mir3k_Forsaken_Prison,cfr,items+logic,5,2087,584,123,69,180034,43625,4825,805,67,0,20.166405666,425.362973049,success,0057,False
url44162a6d98_mir3k_Forsaken_Prison,cfr,jreduce,5,0,1,123,89,203310,109814,0,0,6,1,0.0,39.441837263000004,success,success,False
url44162a6d98_mir3k_Forsaken_Prison,procyon,classes,8,11,1,123,122,180034,179488,4858,4846,6,1,12.572748992,88.375607194,success,success,False
url44162a6d98_mir3k_Forsaken_Prison,procyon,items+graph+first,8,1490,7,123,27,180034,20959,4858,547,83,7,21.222194631,877.523324552,success,0060,False
url44162a6d98_mir3k_Forsaken_Prison,procyon,items+graph+last,8,1489,9,123,27,180034,20666,4858,531,104,9,24.3556741,1023.653855775,success,0059,False
url44162a6d98_mir3k_Forsaken_Prison,procyon,items+logic,8,2087,233,123,26,180034,18887,4858,499,80,0,27.19269842,914.016809331,success,0058,False
url44162a6d98_mir3k_Forsaken_Prison,procyon,jreduce,8,0,2,123,122,203310,202676,0,0,11,2,0.0,147.76962408,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,cfr,classes,13,91,7,133,13,120903,13699,3824,348,50,7,10.469641362,329.817022355,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,cfr,items+graph+first,13,901,8,133,13,120903,6089,3824,162,86,8,14.697902936,510.847145276,success,0027,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,cfr,items+graph+last,13,901,8,133,13,120903,6089,3824,162,86,8,16.780659035,577.7874837200001,success,0027,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,cfr,items+logic,13,1265,45,133,11,120903,5574,3824,152,73,0,17.927428694,571.857559607,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,cfr,jreduce,13,0,7,133,13,141370,15674,0,0,50,7,0.0,315.368618324,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,fernflower,classes,5,91,4,133,9,120903,8740,3772,242,30,4,9.752738025,262.463793163,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,fernflower,items+graph+first,5,901,5,133,8,120903,3845,3772,96,53,5,14.636856613,402.44405048100003,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,fernflower,items+graph+last,5,901,5,133,8,120903,3845,3772,96,53,5,21.19974648,507.467795088,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,fernflower,items+logic,5,1265,41,133,8,120903,3845,3772,96,53,0,16.499607385,404.595899305,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,fernflower,jreduce,5,0,4,133,9,141370,10044,0,0,30,6,0.0,225.415437725,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,procyon,classes,52,91,15,133,27,120903,31611,3871,859,108,15,13.303216656,1199.446392859,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,procyon,items+graph+first,52,901,19,133,25,120903,19090,3871,518,197,19,20.417290128,2224.811571556,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,procyon,items+graph+last,52,901,19,133,25,120903,19090,3871,518,197,19,19.967218542,2216.3891364100004,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,procyon,items+logic,52,1265,117,133,25,120903,19090,3871,518,190,0,23.047111503,2260.9288640470004,success,success,False
url4bc4f3447b_boyxgc_Cracking_The_Coding_Interview_150,procyon,jreduce,52,0,15,133,27,141370,36172,0,0,113,15,0.0,1331.335106125,success,success,False
url4d1240f2bf_javadev_xml_viewer,cfr,classes,19,104,3,145,142,222176,207414,5672,5265,25,3,10.528988883,204.336483953,success,success,False
url4d1240f2bf_javadev_xml_viewer,cfr,items+graph+first,19,1785,5,145,45,222176,44136,5672,787,61,5,16.69211603,481.14972326099996,success,success,False
url4d1240f2bf_javadev_xml_viewer,cfr,items+graph+last,19,1785,5,145,45,222176,44136,5672,787,61,5,20.816636102,572.4701719520001,success,success,False
url4d1240f2bf_javadev_xml_viewer,cfr,items+logic,19,2337,376,145,45,222176,44136,5672,787,56,0,19.234230418,457.04511438800006,success,success,False
url4d1240f2bf_javadev_xml_viewer,cfr,jreduce,19,0,5,145,136,247052,222690,0,0,42,5,0.0,309.82049688899997,success,success,False
url4d1240f2bf_javadev_xml_viewer,procyon,classes,19,104,3,145,142,222176,207414,5561,5244,25,3,10.196170013,287.97465821,success,success,False
url4d1240f2bf_javadev_xml_viewer,procyon,items+graph+first,19,1785,10,145,47,222176,38719,5561,877,121,10,24.527311818,1417.580831028,success,success,False
url4d1240f2bf_javadev_xml_viewer,procyon,items+graph+last,19,1785,10,145,47,222176,38719,5561,877,121,10,21.375045066,1430.376133419,success,success,False
url4d1240f2bf_javadev_xml_viewer,procyon,items+logic,19,2337,252,145,47,222176,38719,5561,877,117,0,26.838452173,1482.083050767,success,success,False
url4d1240f2bf_javadev_xml_viewer,procyon,jreduce,19,0,5,145,136,247052,222690,0,0,42,5,0.0,493.052889087,success,success,False
url5052a40868_criswonder_TKIJ2,cfr,classes,4,315,4,421,10,392912,7096,9608,150,37,4,11.260205198,307.49332745199996,success,success,False
url5052a40868_criswonder_TKIJ2,cfr,items+graph+first,4,2971,4,421,10,392912,6044,9608,136,52,4,25.527368541,576.350827852,success,success,False
url5052a40868_criswonder_TKIJ2,cfr,items+graph+last,4,2948,4,421,10,392912,6044,9608,136,50,4,27.466390823,541.312811506,success,success,False
url5052a40868_criswonder_TKIJ2,cfr,items+logic,4,4123,77,421,10,392912,6044,9608,136,50,0,25.853329814,480.546820705,success,success,False
url5052a40868_criswonder_TKIJ2,cfr,jreduce,4,0,4,421,10,450157,8235,0,0,39,4,0.0,326.64004660300003,success,success,False
url5052a40868_criswonder_TKIJ2,procyon,classes,1,315,1,421,1,392912,1421,9715,24,10,3,21.693497415,98.034413199,success,success,False
url5052a40868_criswonder_TKIJ2,procyon,items+graph+first,1,2971,1,421,1,392912,1380,9715,24,13,1,35.960933194,183.510726222,success,success,False
url5052a40868_criswonder_TKIJ2,procyon,items+graph+last,1,2948,1,421,1,392912,1380,9715,24,13,1,32.134425402,161.939414191,success,success,False
url5052a40868_criswonder_TKIJ2,procyon,items+logic,1,4123,4,421,1,392912,1380,9715,24,14,0,27.661197786,108.926497286,success,success,False
url5052a40868_criswonder_TKIJ2,procyon,jreduce,1,0,1,421,1,450157,1617,0,0,11,1,0.0,123.597588512,success,success,False
url576dfca814_bucketli_designpattern_java_example,procyon,classes,2,116,1,124,5,67871,2288,1485,43,9,1,9.544229278,69.326947175,success,success,False
url576dfca814_bucketli_designpattern_java_example,procyon,items+graph+first,2,671,1,124,5,67871,1885,1485,41,11,1,13.549302342,84.147002855,success,success,False
url576dfca814_bucketli_designpattern_java_example,procyon,items+graph+last,2,682,1,124,5,67871,1885,1485,41,12,1,12.589927925,101.957808509,success,success,False
url576dfca814_bucketli_designpattern_java_example,procyon,items+logic,2,850,21,124,5,67871,1885,1485,41,11,0,12.939262271,91.92098642299999,success,success,False
url576dfca814_bucketli_designpattern_java_example,procyon,jreduce,2,0,1,124,5,80276,2744,0,0,10,1,0.0,62.62669562,success,success,False
url577c636efc_crimsoncosmos_learn,cfr,classes,5,161,2,172,2,122274,2174,2828,50,17,2,7.005792216,69.214678714,success,success,False
url577c636efc_crimsoncosmos_learn,cfr,items+graph+first,5,1132,2,172,2,122274,1054,2828,26,24,2,25.196157226,143.76105962399998,success,success,False
url577c636efc_crimsoncosmos_learn,cfr,items+graph+last,5,1137,2,172,2,122274,1054,2828,26,23,2,19.829337783,137.725088263,success,success,False
url577c636efc_crimsoncosmos_learn,cfr,items+logic,5,1352,10,172,2,122274,1054,2828,26,23,0,21.976635757,135.76960319100002,success,success,False
url577c636efc_crimsoncosmos_learn,cfr,jreduce,5,0,2,172,2,140875,2487,0,0,16,5,0.0,74.135905329,success,success,False
url577c636efc_crimsoncosmos_learn,fernflower,classes,4,161,3,172,15,122274,19619,2483,440,27,3,6.843389441,201.68429019199996,success,success,False
url577c636efc_crimsoncosmos_learn,fernflower,items+graph+first,4,1132,4,172,9,122274,5009,2483,100,45,4,20.811415027,293.148870687,success,success,False
url577c636efc_crimsoncosmos_learn,fernflower,items+graph+last,4,1137,5,172,9,122274,5009,2483,100,58,5,26.336445286,360.416421117,success,0047,False
url577c636efc_crimsoncosmos_learn,fernflower,items+logic,4,1352,38,172,9,122274,5009,2483,100,45,0,24.740763336,350.74457449799996,success,success,False
url577c636efc_crimsoncosmos_learn,fernflower,jreduce,4,0,3,172,15,140875,22092,0,0,28,3,0.0,186.167463107,success,success,False
url577c636efc_crimsoncosmos_learn,procyon,classes,8,161,6,172,18,122274,12249,2699,185,47,6,12.624988785,413.999244507,success,success,False
url577c636efc_crimsoncosmos_learn,procyon,items+graph+first,8,1132,8,172,17,122274,9747,2699,139,90,8,24.257351515,801.1039879479999,success,0080,False
url577c636efc_crimsoncosmos_learn,procyon,items+graph+last,8,1137,8,172,17,122274,9747,2699,139,89,8,25.06359095,852.652532874,success,0079,False
url577c636efc_crimsoncosmos_learn,procyon,items+logic,8,1352,90,172,17,122274,9747,2699,139,73,0,30.214389033,521.353164307,success,0061,False
url577c636efc_crimsoncosmos_learn,procyon,jreduce,8,0,6,172,18,140875,13818,0,0,50,6,0.0,387.269253983,success,success,False
url58bbde1a35_Chabloun_Carshare,cfr,classes,2,27,2,104,83,163417,133473,4268,3654,13,2,12.244686858,144.611529164,success,success,False
url58bbde1a35_Chabloun_Carshare,cfr,items+graph+first,2,920,3,104,5,163417,5669,4268,170,32,3,39.158959652,250.153760472,success,success,False
url58bbde1a35_Chabloun_Carshare,cfr,items+graph+last,2,920,3,104,5,163417,5669,4268,170,32,3,31.117477734,233.678529677,success,success,False
url58bbde1a35_Chabloun_Carshare,cfr,items+logic,2,1678,51,104,5,163417,5669,4268,170,32,0,34.839667782,276.847340509,success,success,False
url58bbde1a35_Chabloun_Carshare,cfr,jreduce,2,0,2,104,83,185740,151593,0,0,13,2,0.0,135.971538587,success,success,False
url58bbde1a35_Chabloun_Carshare,procyon,classes,1,27,1,104,82,163417,131863,4150,3523,7,1,15.237191334,100.22146536999999,success,success,False
url58bbde1a35_Chabloun_Carshare,procyon,items+graph+first,1,920,1,104,2,163417,1636,4150,29,12,1,43.549489595,163.27863585400002,success,success,False
url58bbde1a35_Chabloun_Carshare,procyon,items+graph+last,1,920,1,104,2,163417,1636,4150,29,12,1,33.693412596,138.699582048,success,success,False
url58bbde1a35_Chabloun_Carshare,procyon,items+logic,1,1678,13,104,2,163417,1636,4150,29,12,0,37.196628188,166.49905903200002,success,success,False
url58bbde1a35_Chabloun_Carshare,procyon,jreduce,1,0,1,104,82,185740,149855,0,0,8,1,0.0,116.884488822,success,success,False
url608c071daf_Dinindu_Nissanka_Ausia_OOSD_Project,cfr,classes,10,40,5,163,96,260326,167370,5293,3606,32,5,11.687755948,353.591585597,success,success,False
url608c071daf_Dinindu_Nissanka_Ausia_OOSD_Project,cfr,items+graph+first,10,1360,10,163,46,260326,50733,5293,935,117,10,31.068055214,969.8397050850001,success,success,False
url608c071daf_Dinindu_Nissanka_Ausia_OOSD_Project,cfr,items+graph+last,10,1360,10,163,46,260326,50733,5293,935,117,10,28.698146814,984.475939189,success,success,False
url608c071daf_Dinindu_Nissanka_Ausia_OOSD_Project,cfr,items+logic,10,2682,477,163,46,260326,50733,5293,935,111,0,30.165630959,1323.4278345179998,success,success,False
url608c071daf_Dinindu_Nissanka_Ausia_OOSD_Project,cfr,jreduce,10,0,5,163,96,297067,191736,0,0,33,5,0.0,315.429573529,success,success,False
url6535d9a820_senthilmohan1986_Dp_Assignment,procyon,classes,2,56,1,115,99,160795,147173,3918,3569,8,1,12.841396444,102.56169123999999,success,success,False
url6535d9a820_senthilmohan1986_Dp_Assignment,procyon,items+graph+first,2,1391,3,115,27,160795,24513,3918,439,34,3,15.679014789,240.565213535,success,success,False
url6535d9a820_senthilmohan1986_Dp_Assignment,procyon,items+graph+last,2,1388,3,115,27,160795,24469,3918,437,35,3,24.340440727,364.447906618,success,success,False
url6535d9a820_senthilmohan1986_Dp_Assignment,procyon,items+logic,2,1753,217,115,27,160795,24244,3918,427,36,0,21.406243457,424.33507427899997,success,success,False
url6535d9a820_senthilmohan1986_Dp_Assignment,procyon,jreduce,2,0,1,115,99,181612,165814,0,0,9,1,0.0,92.16042854499999,success,success,False
url656af28a7f_seker_training,cfr,classes,13,147,6,172,31,151520,53915,4381,1416,50,6,11.676272444,523.587276781,success,success,False
url656af28a7f_seker_training,cfr,items+graph+first,13,1182,10,172,28,151520,20034,4381,417,111,10,17.683722188,864.8685973019999,success,success,False
url656af28a7f_seker_training,cfr,items+graph+last,13,1185,10,172,30,151520,20889,4381,436,112,10,18.873747378,806.300685654,success,success,False
url656af28a7f_seker_training,cfr,items+logic,13,1669,279,172,28,151520,20428,4381,421,109,0,18.047476539,833.819650551,success,success,False
url656af28a7f_seker_training,cfr,jreduce,13,0,6,172,31,175701,60733,0,0,51,6,0.0,404.505204701,success,success,False
url656af28a7f_seker_training,fernflower,classes,2,147,2,172,10,151520,9449,4039,139,17,2,8.590469121,162.774967784,success,success,False
url656af28a7f_seker_training,fernflower,items+graph+first,2,1182,2,172,10,151520,7649,4039,104,23,2,20.281898175,232.80614877000002,success,success,False
url656af28a7f_seker_training,fernflower,items+graph+last,2,1185,2,172,12,151520,8037,4039,116,23,2,14.824591824,222.49857481899997,success,success,False
url656af28a7f_seker_training,fernflower,items+logic,2,1669,86,172,10,151520,7649,4039,104,22,0,20.155952181,120.57761166899999,success,success,False
url656af28a7f_seker_training,fernflower,jreduce,2,0,2,172,10,175701,10507,0,0,18,2,0.0,191.86693857199998,success,success,False
url656af28a7f_seker_training,procyon,classes,29,147,5,172,16,151520,15982,4344,419,40,5,14.766285201,405.677393592,success,success,False
url656af28a7f_seker_training,procyon,items+graph+first,29,1182,8,172,14,151520,9985,4344,218,91,8,20.376369751,927.014602133,success,success,False
url656af28a7f_seker_training,procyon,items+graph+last,29,1185,8,172,14,151520,10291,4344,221,90,8,24.319879519,1032.0509177269998,success,success,False
url656af28a7f_seker_training,procyon,items+logic,29,1669,83,172,14,151520,10291,4344,221,75,0,23.641696621,777.5533784410001,success,success,False
url656af28a7f_seker_training,procyon,jreduce,29,0,5,172,16,175701,18212,0,0,38,5,0.0,370.795954814,success,success,False
url6af43b24fd_psigen_robotutils,cfr,classes,100,49,3,111,38,209993,69053,5994,2048,22,3,14.001695395,262.27354501,success,success,False
url6af43b24fd_psigen_robotutils,cfr,items+graph+first,100,1609,29,111,37,209993,45055,5994,1139,307,29,27.824272724,2782.518830729,success,0164,False
url6af43b24fd_psigen_robotutils,cfr,items+graph+last,100,1575,28,111,34,209993,44417,5994,1149,298,28,24.586722737,2402.975112162,success,0043,False
url6af43b24fd_psigen_robotutils,cfr,items+logic,100,2343,384,111,34,209993,43583,5994,1108,343,0,22.704508316,3780.9559235320003,success,0077,False
url6af43b24fd_psigen_robotutils,cfr,jreduce,100,0,3,111,38,237482,78324,0,0,23,3,0.0,238.228391939,success,success,False
url6af43b24fd_psigen_robotutils,fernflower,classes,82,49,7,111,43,209993,79182,5840,2180,45,7,14.528094438,485.623401887,success,success,False
url6af43b24fd_psigen_robotutils,fernflower,items+graph+first,82,1609,32,111,38,209993,46074,5840,1130,348,32,26.786421901,2855.9957968850003,success,success,False
url6af43b24fd_psigen_robotutils,fernflower,items+graph+last,82,1575,34,111,46,209993,59820,5840,1439,373,34,23.209817409,3495.010873476,success,0031,False
url6af43b24fd_psigen_robotutils,fernflower,items+logic,82,2343,389,111,35,209993,44592,5840,1096,313,0,28.309564117,3215.7412190459995,success,success,False
url6af43b24fd_psigen_robotutils,fernflower,jreduce,82,0,7,111,43,237482,89571,0,0,46,7,0.0,484.70222041500006,success,success,False
url6af43b24fd_psigen_robotutils,procyon,classes,49,49,6,111,47,209993,85604,6098,2563,41,6,23.102944744,720.979254242,success,success,False
url6af43b24fd_psigen_robotutils,procyon,items+graph+first,49,1609,19,111,40,209993,44012,6098,1063,207,19,29.905948714,2734.9697547749997,success,success,False
url6af43b24fd_psigen_robotutils,procyon,items+graph+last,49,1575,19,111,39,209993,47568,6098,1167,210,19,33.741880718,3200.027728166,success,0020,False
url6af43b24fd_psigen_robotutils,procyon,items+logic,49,2343,315,111,37,209993,42930,6098,1033,198,0,30.64418296,2508.33566204,success,success,False
url6af43b24fd_psigen_robotutils,procyon,jreduce,49,0,6,111,47,237482,97009,0,0,41,6,0.0,630.928684115,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,cfr,classes,6,114,1,116,4,128757,9189,4167,322,9,1,9.201661788,66.380298866,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,cfr,items+graph+first,6,1084,1,116,2,128757,3789,4167,143,12,1,12.239306458,76.049192365,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,cfr,items+graph+last,6,1087,1,116,2,128757,3789,4167,143,12,1,13.938403008,87.505073225,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,cfr,items+logic,6,1342,19,116,2,128757,3789,4167,143,12,0,14.138540253,89.88221339500001,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,cfr,jreduce,6,0,1,116,4,148575,10505,0,0,10,1,0.0,57.047097797,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,procyon,classes,5,114,2,116,15,128757,12622,4103,374,17,2,12.603498548,205.793709454,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,procyon,items+graph+first,5,1084,2,116,15,128757,6545,4103,195,23,2,21.659154637,311.12457091,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,procyon,items+graph+last,5,1087,2,116,15,128757,6541,4103,196,24,2,18.576868584,259.581744603,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,procyon,items+logic,5,1342,91,116,15,128757,6430,4103,188,23,0,21.522327327,226.278665275,success,success,False
url6e19a3f566_UnitecSPS_Programacion2_1_2_2012,procyon,jreduce,5,0,2,116,15,148575,14716,0,0,18,2,0.0,187.425949826,success,success,False
url72bd22245b_boilit_bsl,cfr,classes,100,153,2,178,25,378412,127473,15147,7695,17,2,12.148070817,169.655940619,success,success,False
url72bd22245b_boilit_bsl,cfr,items+graph+first,100,3114,4,178,15,378412,24753,15147,1803,50,4,27.758770303,634.861826762,success,success,False
url72bd22245b_boilit_bsl,cfr,items+graph+last,100,3128,4,178,15,378412,24753,15147,1803,51,4,22.965867045,599.229582784,success,success,False
url72bd22245b_boilit_bsl,cfr,items+logic,100,4207,196,178,15,378412,24753,15147,1803,52,0,25.869723875,672.1647755500001,success,success,False
url72bd22245b_boilit_bsl,cfr,jreduce,100,0,2,178,25,433105,150834,0,0,18,2,0.0,150.33620668900002,success,success,False
url72bd22245b_boilit_bsl,fernflower,classes,4,153,1,178,157,378412,352853,14091,13548,9,1,20.095569534,188.49084698400003,success,success,False
url72bd22245b_boilit_bsl,fernflower,items+graph+first,4,3114,5,178,39,378412,17802,14091,527,61,5,38.637349652,799.348011893,success,0028,False
url72bd22245b_boilit_bsl,fernflower,items+graph+last,4,3128,9,178,47,378412,18665,14091,502,111,9,31.434606091,1354.6519753520001,success,0028,False
url72bd22245b_boilit_bsl,fernflower,items+logic,4,4207,136,178,30,378412,11240,14091,292,55,0,37.759387987,504.914423537,success,0014,False
url72bd22245b_boilit_bsl,fernflower,jreduce,4,0,1,178,157,433105,404424,0,0,10,1,0.0,207.53777123499998,success,success,False
url72bd22245b_boilit_bsl,procyon,classes,14,153,3,178,166,378412,367146,14657,14372,26,3,29.307593841,759.831095589,success,success,False
url72bd22245b_boilit_bsl,procyon,items+graph+first,14,3114,6,178,30,378412,15084,14657,428,75,6,33.246083952,947.306439538,success,0043,False
url72bd22245b_boilit_bsl,procyon,items+graph+last,14,3128,11,178,32,378412,15855,14657,452,131,11,32.394670956,1501.7539830609999,success,0048,False
url72bd22245b_boilit_bsl,procyon,items+logic,14,4207,128,178,27,378412,14085,14657,388,74,0,40.07888086,1331.2312216940002,success,0052,False
url72bd22245b_boilit_bsl,procyon,jreduce,14,0,3,178,166,433105,420174,0,0,27,3,0.0,409.664075119,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,cfr,classes,1,104,1,103,1,92915,521,3118,11,9,1,6.947513368,53.750995604,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,cfr,items+graph+first,1,1126,1,103,1,92915,321,3118,9,12,1,16.016786002,92.83957819,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,cfr,items+graph+last,1,1123,1,103,1,92915,321,3118,9,12,1,16.076138126,89.37561837400001,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,cfr,items+logic,1,1258,6,103,1,92915,321,3118,9,12,0,15.491613966,103.17077148,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,cfr,jreduce,1,0,1,103,1,110089,609,0,0,10,1,0.0,45.795564773,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,procyon,classes,6,104,3,103,13,92915,10569,3089,343,25,3,7.683354752,214.796623677,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,procyon,items+graph+first,6,1126,3,103,10,92915,3085,3089,96,34,3,18.768757542,338.55038488499997,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,procyon,items+graph+last,6,1123,3,103,10,92915,2898,3089,91,36,3,20.454825211,383.333381277,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,procyon,items+logic,6,1258,36,103,10,92915,2898,3089,91,34,0,17.739545421,345.24995011699997,success,success,False
url7551bc192f_rossan_aula_geracaotec_java,procyon,jreduce,6,0,3,103,13,110089,12454,0,0,26,3,0.0,225.547327194,success,success,False
url77fd430ce2_Irrealist_JZI,cfr,classes,15,79,1,165,134,250313,203920,7546,5813,9,1,8.445049169,97.675594279,success,success,False
url77fd430ce2_Irrealist_JZI,cfr,items+graph+first,15,2551,12,165,61,250313,40371,7546,1227,151,12,22.645125363,1179.8632664279999,success,success,False
url77fd430ce2_Irrealist_JZI,cfr,items+graph+last,15,2616,12,165,55,250313,36839,7546,1006,152,12,25.48210027,1041.6882027660001,success,success,False
url77fd430ce2_Irrealist_JZI,cfr,items+logic,15,3862,512,165,54,250313,32426,7546,825,150,0,26.307589478,1539.243130345,success,success,False
url77fd430ce2_Irrealist_JZI,cfr,jreduce,15,0,1,165,134,283988,230213,0,0,10,1,0.0,102.127038963,success,success,False
url77fd430ce2_Irrealist_JZI,procyon,classes,37,79,2,165,83,250313,128480,7199,3402,16,2,19.547480308,263.482533853,success,success,False
url77fd430ce2_Irrealist_JZI,procyon,items+graph+first,37,2551,36,165,33,250313,19819,7199,432,348,36,30.099111651,2680.2104313040004,success,success,False
url77fd430ce2_Irrealist_JZI,procyon,items+graph+last,37,2616,38,165,36,250313,19693,7199,428,450,38,28.486518384,4068.93853493,success,0045,False
url77fd430ce2_Irrealist_JZI,procyon,items+logic,37,3862,300,165,27,250313,16239,7199,308,424,0,32.920881737,3988.783415493,success,0003,False
url77fd430ce2_Irrealist_JZI,procyon,jreduce,37,0,2,165,83,283988,144612,0,0,17,2,0.0,225.076736894,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,cfr,classes,8,206,3,219,5,164226,4587,6264,135,25,3,12.071851762,210.603633798,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,cfr,items+graph+first,8,1475,3,219,5,164226,4169,6264,120,35,3,20.65695584,345.33828731,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,cfr,items+graph+last,8,1475,3,219,5,164226,4169,6264,120,35,3,21.855397602,352.20729505,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,cfr,items+logic,8,1773,27,219,5,164226,4169,6264,120,35,0,17.374584928,327.682749005,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,cfr,jreduce,8,0,3,219,5,200594,5353,0,0,27,3,0.0,215.61576156099997,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,fernflower,classes,1,206,1,219,2,164226,1516,6359,42,10,1,14.01606613,129.098022366,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,fernflower,items+graph+first,1,1475,1,219,2,164226,1421,6359,40,12,1,19.198674315,164.42114906199998,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,fernflower,items+graph+last,1,1475,1,219,2,164226,1421,6359,40,12,1,22.104630129,179.045154386,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,fernflower,items+logic,1,1773,9,219,2,164226,1421,6359,40,12,0,24.120202494,202.84141311,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,fernflower,jreduce,1,0,1,219,2,200594,1779,0,0,11,1,0.0,108.640050473,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,procyon,classes,44,206,18,219,21,164226,21209,6428,712,135,18,21.101672819,1826.289246287,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,procyon,items+graph+first,44,1475,18,219,21,164226,17601,6428,594,201,18,25.145628106,2751.966396999,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,procyon,items+graph+last,44,1475,18,219,21,164226,17601,6428,594,200,18,20.171802196,2482.111864497,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,procyon,items+logic,44,1773,77,219,21,164226,17601,6428,594,191,0,26.517736938,2810.8719776770004,success,success,False
url7f9379d403_WintersLu_InterviewQuestionBank,procyon,jreduce,44,0,18,219,21,200594,24995,0,0,141,18,0.0,1753.3646430679999,success,success,False
url80587fc7d5_dennervidal_CloudSim_DVFS,cfr,classes,3,164,1,192,63,522509,166315,17090,6354,9,1,15.9028175,143.562848584,success,success,False
url80587fc7d5_dennervidal_CloudSim_DVFS,cfr,items+graph+first,3,4921,2,192,25,522509,17352,17090,468,28,2,30.085113156,417.93311053,success,success,False
url80587fc7d5_dennervidal_CloudSim_DVFS,cfr,items+graph+last,3,4891,2,192,25,522509,17482,17090,474,28,2,31.841842857,432.7647003,success,success,False
url80587fc7d5_dennervidal_CloudSim_DVFS,cfr,items+logic,3,5642,132,192,25,522509,17182,17090,461,28,0,30.390288484,361.30253595799996,success,success,False
url80587fc7d5_dennervidal_CloudSim_DVFS,cfr,jreduce,3,0,1,192,63,593801,192790,0,0,10,1,0.0,145.826112018,success,success,False
url80587fc7d5_dennervidal_CloudSim_DVFS,fernflower,classes,57,164,9,192,93,522509,263347,16937,9499,75,9,17.086492568,1143.984640306,success,success,False
url80587fc7d5_dennervidal_CloudSim_DVFS,fernflower,items+graph+first,57,4921,51,192,47,522509,42443,16937,1139,661,51,41.852213052,6671.197449254,success,success,False
url80587fc7d5_dennervidal_CloudSim_DVFS,fernflower,items+graph+last,57,4891,52,192,50,522509,46309,16937,1265,667,52,37.698874388,8121.227568389,success,0073,False
